2024-01-17 14:28:05, 0 mm, 0 Hz
2024-01-25 14:44:34, 0 mm, 0 Hz
2024-01-25 14:44:35, 0 mm, 0 Hz
2024-01-25 14:44:35, 0 mm, 0 Hz
2024-01-25 14:44:36, 0 mm, 0 Hz
2024-01-25 14:44:36, 0 mm, 0 Hz
2024-01-25 14:44:37, 0 mm, 0 Hz
2024-01-25 14:44:37, 0 mm, 0 Hz
2024-01-25 14:44:38, 0 mm, 0 Hz
2024-01-25 14:44:38, 0 mm, 0 Hz
2024-01-25 14:44:39, 0 mm, 0 Hz
2024-01-25 14:44:39, 0 mm, 0 Hz
2024-01-25 14:44:40, 0 mm, 0 Hz
2024-01-25 14:44:40, 0 mm, 0 Hz
2024-01-25 14:44:41, 0 mm, 0 Hz
2024-01-25 14:44:41, 0 mm, 0 Hz
2024-01-25 14:44:42, 0 mm, 0 Hz
2024-01-25 14:44:42, 0 mm, 0 Hz
2024-01-25 14:44:43, 0 mm, 0 Hz
2024-01-25 14:44:43, 0 mm, 0 Hz
2024-01-25 14:44:44, 0 mm, 0 Hz
2024-01-25 14:44:44, 0 mm, 0 Hz
2024-01-25 14:44:45, 0 mm, 0 Hz
2024-01-25 14:44:45, 0 mm, 0 Hz
2024-01-25 14:44:46, 0 mm, 0 Hz
2024-01-25 14:44:47, 0 mm, 0 Hz
2024-01-25 14:44:47, 0 mm, 0 Hz
2024-01-25 14:44:48, 0 mm, 0 Hz
2024-01-25 14:44:48, 0 mm, 0 Hz
2024-01-25 14:44:49, 0 mm, 0 Hz
2024-01-25 14:44:49, 0 mm, 0 Hz
2024-01-25 14:44:50, 0 mm, 0 Hz
2024-01-25 14:44:50, 0 mm, 0 Hz
2024-01-25 14:44:51, 0 mm, 0 Hz
2024-01-25 14:44:51, 0 mm, 0 Hz
2024-01-25 14:44:51, 0 mm, 0 Hz
2024-01-25 14:44:52, 0 mm, 0 Hz
2024-01-25 14:44:53, 0 mm, 0 Hz
2024-01-25 14:44:53, 0 mm, 0 Hz
2024-01-25 14:44:54, 0 mm, 0 Hz
2024-01-25 14:44:54, 0 mm, 0 Hz
2024-01-25 14:44:55, 0 mm, 0 Hz
2024-01-25 14:44:55, 0 mm, 0 Hz
2024-01-25 14:44:56, 0 mm, 0 Hz
2024-01-25 14:44:56, 0 mm, 0 Hz
2024-01-25 14:44:57, 0 mm, 0 Hz
2024-01-25 14:44:57, 0 mm, 0 Hz
2024-01-25 14:44:58, 0 mm, 0 Hz
2024-01-25 14:44:58, 0 mm, 0 Hz
2024-01-25 14:44:59, 0 mm, 0 Hz
2024-01-25 14:44:59, 0 mm, 0 Hz
2024-01-25 14:45:00, 0 mm, 0 Hz
2024-01-25 14:45:00, 0 mm, 0 Hz
2024-01-25 14:45:01, 0 mm, 0 Hz
2024-01-25 14:45:01, 0 mm, 0 Hz
2024-01-25 14:45:02, 0 mm, 0 Hz
2024-01-25 14:45:02, 0 mm, 0 Hz
2024-01-25 14:45:03, 0 mm, 0 Hz
2024-01-25 14:45:03, 0 mm, 0 Hz
2024-01-25 14:45:04, 0 mm, 0 Hz
2024-01-25 14:45:04, 0 mm, 0 Hz
2024-01-25 14:45:05, 0 mm, 0 Hz
2024-01-25 14:45:05, 0 mm, 0 Hz
2024-01-25 14:45:06, 0 mm, 0 Hz
2024-01-25 14:45:06, 0 mm, 0 Hz
2024-01-25 14:45:07, 0 mm, 0 Hz
2024-01-25 14:45:08, 0 mm, 0 Hz
2024-01-25 14:45:08, 0 mm, 0 Hz
2024-01-25 14:45:08, 0 mm, 0 Hz
2024-01-25 14:45:09, 0 mm, 0 Hz
2024-01-25 14:45:10, 0 mm, 0 Hz
2024-01-25 14:45:10, 0 mm, 0 Hz
2024-01-25 14:45:11, 0 mm, 0 Hz
2024-01-25 14:45:11, 0 mm, 0 Hz
2024-01-25 14:45:11, 0 mm, 0 Hz
2024-01-25 14:45:12, 0 mm, 0 Hz
2024-01-25 14:45:12, 0 mm, 0 Hz
2024-01-25 14:45:13, 0 mm, 0 Hz
2024-01-25 14:45:14, 0 mm, 0 Hz
2024-01-25 14:45:14, 0 mm, 0 Hz
2024-01-25 14:45:15, 0 mm, 0 Hz
2024-01-25 14:45:15, 0 mm, 0 Hz
2024-01-25 14:45:16, 0 mm, 0 Hz
2024-01-25 14:45:16, 0 mm, 0 Hz
2024-01-25 14:45:17, 0 mm, 0 Hz
2024-01-25 14:45:17, 0 mm, 0 Hz
2024-01-25 14:45:18, 0 mm, 0 Hz
2024-01-25 14:45:18, 0 mm, 0 Hz
2024-01-25 14:45:19, 0 mm, 0 Hz
2024-01-25 14:45:19, 0 mm, 0 Hz
2024-01-25 14:45:20, 0 mm, 0 Hz
2024-01-25 14:45:20, 0 mm, 0 Hz
2024-01-25 14:45:21, 0 mm, 0 Hz
2024-01-25 14:45:21, 0 mm, 0 Hz
2024-01-25 14:45:22, 0 mm, 0 Hz
2024-01-25 14:45:22, 0 mm, 0 Hz
2024-01-25 14:45:23, 0 mm, 0 Hz
2024-01-25 14:45:23, 0 mm, 0 Hz
2024-01-25 14:45:24, 0 mm, 0 Hz
2024-01-25 14:45:24, 0 mm, 0 Hz
2024-01-25 14:45:25, 16.936203002929688 mm, 1.7000000000000002 Hz
2024-01-25 14:45:25, 16.960814952850342 mm, 1.7000000000000002 Hz
2024-01-25 14:45:26, 17.006033420562744 mm, 1.7000000000000002 Hz
2024-01-25 14:45:26, 17.046767234802246 mm, 1.7000000000000002 Hz
2024-01-25 14:45:27, 17.12550115585327 mm, 1.7000000000000002 Hz
2024-01-25 14:45:27, 17.175114154815674 mm, 1.7000000000000002 Hz
2024-01-25 14:45:28, 17.163838863372803 mm, 1.7000000000000002 Hz
2024-01-25 14:45:29, 17.15603256225586 mm, 1.7000000000000002 Hz
2024-01-25 14:45:29, 17.13764476776123 mm, 1.7000000000000002 Hz
2024-01-25 14:45:29, 17.13158941268921 mm, 1.7000000000000002 Hz
2024-01-25 14:45:30, 17.173943996429443 mm, 1.7000000000000002 Hz
2024-01-25 14:45:31, 17.219398498535156 mm, 1.7000000000000002 Hz
2024-01-25 14:45:31, 17.249550819396973 mm, 1.7000000000000002 Hz
2024-01-25 14:45:32, 17.25845432281494 mm, 1.7000000000000002 Hz
2024-01-25 14:45:32, 17.248762607574463 mm, 1.7000000000000002 Hz
2024-01-25 14:45:33, 17.25280237197876 mm, 1.7000000000000002 Hz
2024-01-25 14:45:33, 17.21743154525757 mm, 1.7000000000000002 Hz
2024-01-25 14:45:34, 17.1809720993042 mm, 1.7000000000000002 Hz
2024-01-25 14:45:34, 17.126585483551025 mm, 1.7000000000000002 Hz
2024-01-25 14:45:35, 17.132916927337646 mm, 1.7000000000000002 Hz
2024-01-25 14:45:35, 17.125385284423828 mm, 1.7000000000000002 Hz
2024-01-25 14:45:36, 17.119947910308838 mm, 1.7000000000000002 Hz
2024-01-25 14:45:36, 17.08513641357422 mm, 1.7000000000000002 Hz
2024-01-25 14:45:37, 17.074111461639404 mm, 1.7000000000000002 Hz
2024-01-25 14:45:37, 17.08683443069458 mm, 1.7000000000000002 Hz
2024-01-25 14:45:38, 17.081132411956787 mm, 1.7000000000000002 Hz
2024-01-25 14:45:38, 17.104093551635742 mm, 1.7000000000000002 Hz
2024-01-25 14:45:39, 17.046466827392578 mm, 1.7000000000000002 Hz
2024-01-25 14:45:39, 17.037006855010986 mm, 1.7000000000000002 Hz
2024-01-25 14:45:40, 17.03335189819336 mm, 1.7000000000000002 Hz
2024-01-25 14:45:40, 17.077524662017822 mm, 1.7000000000000002 Hz
2024-01-25 14:45:41, 17.115551948547363 mm, 1.7000000000000002 Hz
2024-01-25 14:45:41, 17.18833065032959 mm, 1.7000000000000002 Hz
2024-01-25 14:45:42, 17.21826410293579 mm, 1.7000000000000002 Hz
2024-01-25 14:45:42, 17.28455114364624 mm, 1.7000000000000002 Hz
2024-01-25 14:45:43, 17.283079147338867 mm, 1.7000000000000002 Hz
2024-01-25 14:45:44, 17.253780841827393 mm, 1.7000000000000002 Hz
2024-01-25 14:45:44, 17.168867111206055 mm, 1.7000000000000002 Hz
2024-01-25 14:45:45, 17.191110134124756 mm, 1.7000000000000002 Hz
2024-01-25 14:45:45, 17.22182607650757 mm, 1.7000000000000002 Hz
2024-01-25 14:45:46, 17.23563051223755 mm, 1.7000000000000002 Hz
2024-01-25 14:45:46, 17.275304317474365 mm, 1.7000000000000002 Hz
2024-01-25 14:45:47, 17.291316032409668 mm, 1.7000000000000002 Hz
2024-01-25 14:45:47, 17.25844144821167 mm, 1.7000000000000002 Hz
2024-01-25 14:45:48, 17.29425573348999 mm, 1.7000000000000002 Hz
2024-01-25 14:45:48, 17.268982887268066 mm, 1.7000000000000002 Hz
2024-01-25 14:45:49, 17.266058921813965 mm, 1.7000000000000002 Hz
2024-01-25 14:45:49, 17.2366304397583 mm, 1.7000000000000002 Hz
2024-01-25 14:45:50, 17.214426040649414 mm, 1.7000000000000002 Hz
2024-01-25 14:45:50, 17.232470512390137 mm, 1.7000000000000002 Hz
2024-01-25 14:45:51, 17.253915309906006 mm, 1.7000000000000002 Hz
2024-01-25 14:45:51, 17.25076961517334 mm, 1.7000000000000002 Hz
2024-01-25 14:45:52, 17.314132690429688 mm, 1.7000000000000002 Hz
2024-01-25 14:45:52, 17.356335639953613 mm, 1.7000000000000002 Hz
2024-01-25 14:45:53, 17.36613178253174 mm, 1.7000000000000002 Hz
2024-01-25 14:45:53, 17.379581451416016 mm, 1.7000000000000002 Hz
2024-01-25 14:45:54, 17.365752696990967 mm, 1.7000000000000002 Hz
2024-01-25 14:45:54, 17.301681518554688 mm, 1.7000000000000002 Hz
2024-01-25 14:45:55, 17.203861713409424 mm, 1.7000000000000002 Hz
